id,text,label,annotator,ground_truth,prediction
1100,"I'M SICK, and my family seems to see how I feel, all they do is complain, fight me, call me names, hit me, I'm getting so weak that I'm giving in to this feeling of pain.",-1,3,negative,negative
1101,"I argued yesterday with my grandmother, my godmother because she didn't trust me to go to the bakery to buy bread, she told my grandfather to follow.",-1,3,negative,negative
1102,"It's enough, I can't take it anymore, I had an argument with my aunt today with my mother and I'm crying and it feels like I'm alone again and like I always was.",-1,3,negative,negative
1103,"My tears don't stop falling, and you know what comes to my mind, death.",-1,3,negative,negative
1104,"I feel so alone and so hurt inside, my broken heart is visible in my eyes and I turn up the music so the neighbors don't hear my screams of pain, as if my world is falling apart.",-1,3,negative,negative
1105,"I see that the rain falls in line with my tears, I see that the day is horrible and I see the consequences in my body.",-1,3,negative,negative
1106,"Alone in a world where only false feelings matter, where everyone believes lies for fear of admitting the truth, for fear that the truth is not what you expect.",-1,3,negative,negative
1107,"Rodrigo my friend, he said he would come back to talk to me on msn, I consider him like a big brother to me.",1,3,positive,positive
1108,"Oh, in addition to all the suffering I'm feeling right now, there's also because my parents don't want me to date such a special person, you know.",-1,3,negative,negative
1109,"I want to cling to you and never let go, feel your hands stroking my hair and saying you love them again, hear your laugh.",1,3,positive,positive
1110,"My day was good, I woke up early, I helped my mom and dad to organize my little party, I picked up my friends, I ate a lot of barbecue and cake, we had a good time.",1,3,positive,positive
1111,I called Nando all day to see if he would come to my party.,0,3,neutral,neutral
1112,I got a little angry that he didn't answer my phone calls.,-1,3,negative,negative
1113,"So I asked my mother to let us go to the cinema, she did, we cut the cake and went to the cinema, we went to see the avengers, very cool.",1,2,positive,positive
1114,I bought my book.,0,3,neutral,neutral
1115,I went to look at my cell phone as usual and saw a message there.,0,3,neutral,neutral
1116,"When I read this message I thought I'll call him and see how he's doing, and try to tell me what he wants to talk to me about.",0,3,neutral,neutral
1117,We started the conversation and everything was fine until he said he was going to come back just to see if they let him lean on work or for him to sign the letter of resignation.,0,3,neutral,negative
1118,"My heart broke into a million pieces, I started crying right away, he asked me not to cry, and said that it's hard for him too.",-1,3,negative,negative
1119,He's only doing this because he can't stand his mother anymore and that when they had a fight he took all his clothes and put them in a bag and made more mess with him.,-1,3,negative,negative
1120,Today I woke up and saw your side of the bed empty.,-1,3,negative,negative
1121,Your scent is still there somehow in my imagination.,0,2,neutral,positive
1122,I always closed the window and scolded you for having it open.,-1,2,negative,negative
1123,And now the window is always open like you always asked me and I didn't even notice.,0,3,neutral,neutral
1124,I fought with you for leaving the TV and the lights in several rooms on.,-1,2,negative,negative
1125,And now they're all on and I didn't even notice.,0,3,neutral,neutral
1126,Your side of the locker is empty and I didn't fill it.,0,2,neutral,neutral
1127,His side of the shoe rack was full of shoes that never ended and I always complained about the mess.,-1,2,negative,negative
1128,In the bathroom your drawers are empty.,0,2,neutral,neutral
1129,The window is not with its dozens of shampoos.,-1,2,negative,neutral
1130,There's something left in the closet and I don't know if it's yours.,0,3,neutral,negative
1131,It's a travel toothbrush that my mother may have forgotten when she came to pick up her things.,0,3,neutral,neutral
1132,On my computer I have countless pictures of you.,0,3,neutral,positive
1133,I have countless pictures of you with other people I hate.,-1,3,negative,negative
1134,"I hate not because they did something to me, but because you gave yourself to them.",-1,3,negative,negative
1135,"Despite all the hate, I miss you.",-1,3,negative,negative
1136,Holidays or weekends arrive and I count the hours to go to my parents' house.,0,3,neutral,positive
1137,I haven't been looking for friends or anyone else.,0,2,neutral,neutral
1138,"When I was with you, I complained that I didn't have time for family and friends.",-1,2,negative,negative
1139,"Now I just don't complain about anything, I keep quiet and keep it all inside.",0,3,neutral,negative
1140,The urge to cry returns.,-1,3,negative,negative
1141,My eyes start to fill with tears.,-1,3,negative,negative
1142,Before I met you I had many friends.,0,3,neutral,neutral
1143,"I left home early and came back very late, that's when I got back.",0,2,neutral,neutral
1144,I went around the world enjoying everything I could with no time to end.,1,3,positive,positive
1145,I had no fears.,1,3,positive,positive
1146,"I had loves, conquests.",1,3,positive,positive
1147,I did that because I didn't know what love was.,0,2,neutral,negative
1148,"She goes out with her friends, goes out with the boys.",0,2,neutral,neutral
1149,I've asked myself that question and come back three times and today the suffering is a thousand times greater.,-1,3,negative,negative
1150,This time I will have to be strong.,1,2,positive,neutral
1151,"I'm not a person to tell dreams or real facts, but as it was an experience of such proportions that I'm giving up.",0,2,neutral,negative
1152,"I'm having a relationship with a person at work, yes we work in the same company but in different places, to describe him is talking about a tall man, with a voice that makes you wet, yes it is a voice that needs no comment.",1,2,positive,positive
